title,contents,date
필드보스코어획득방법개선,필드보스 잡을때 보면 다들 정탄키고 컨하면서 열심히 잡습니다 그러나 몇몇 유저들은 그저 멀리 벽에 세워두고 아무것도 안하고 코어만 먹고 갑니다 이건 공평하지가 않습니다,2019. 4. 2. 화요일 10:42
탐욕의 전당 입장료좀...,탐욕의 전당 입장할때 들어가는 피의증거 개수좀 낮쳐주세요...,2019. 4. 2. 화요일 09:35
아가시온 펫 도감 같은 계정은 공유 했으면 합니다!!,다른 게임들 보면 그런 것들은 다 공유 되던데 왜 리니지레볼루션인 여기만 안되는지 모르겠습니다 블소레볼도 펫은 공유 하잖아요~ 제발 리니지레볼도 공유 합시다 최소한 무과금분들도 노가다를 통해 어느정도 맞출수 있게 해줘야 무과금 분들도 안접고 하죠... 그리고 다른케릭도 키워 볼만하구요.. 이게임 다른케릭 키울 엄두가 안나요... 그냥 템은 공유 안해도 상관 없습니다 펫이랑 도감 아가시온 이 3개만 공유해 주세요~,2019. 4. 2. 화요일 09:04
아무리봐도 행상 접을 때까지 못뽑음 시간 줄여주세요, ,2019. 4. 2. 화요일 09:03
레드 다이아를 돈으로 바꿨는데..,돈이 안들어 오네요...,2019. 4. 2. 화요일 07:00
제발 인던매칭 손좀보라고 2년째 개판이네 개선할 의지가 없지?,개 ㅅㅂ것들 아주 지하나로 남피해주는건 생각1도 안하지 개 ㅅㅂ것들 아주 숟가락 얹을라는 ㅅㄱ들이 빼까리여 특히 오크 이 ㄱㅅㄱ들 아주 조사버리고 싶다 바쁜 아침시간에 아 ㅈㄴ 야마돈다 매칭 제발 부탁인데 밸런스좀 맞추자 100다리들도 걸린다 이젠 아 ,2019. 4. 2. 화요일 06:17
결투장1위보상받는거 클릭창 손잘안닿는곳에 만들어주세요,아니 겨우1번씩먹을수있는1등인데 보상받기 위치가 결투장상대 검색하다가 너무닿기쉬운곳에 있어서 검색하거나 사람들상세정보보다가 실수로 눌러서 5번결투하기전에 보상받네여 ㅡㅡ,2019. 4. 2. 화요일 04:30
신고합니다,리니지 레볼을 더럽히는 유저가 있어 신고합니다.,2019. 4. 2. 화요일 03:51
보석세공 정수 너무 부족합니다,전문기술 올리고 집혼레벨 올리고 하려면 제작을 해야하는데..,2019. 4. 2. 화요일 01:50
케릭의 공용창고 만드시면 어떨까요.?,제가 겜방 린2 세대라,2019. 4. 2. 화요일 01:28
행상.........,해양상.............,2019. 4. 2. 화요일 01:05
혈맹원 기부팝업 안뜨게좀 해주세요,전쟁중 이거나 중요한 상황일때 혈원 기부가 화면을 가립니다. 불편하니 개선좀 부탁드립니다 ,2019. 4. 2. 화요일 00:22
행운상자한시간에 한번나오게해주세요,티켓이6천개가넘는데 어찌하나요,2019. 4. 1. 월요일 23:12
발라카스 행상 저번처럼 한시간에 한번씩으로 줄여주세요, 끝날때까지 절대 다못깝니다,2019. 4. 1. 월요일 23:08
발라카스 행상시간좀 좀 줄여주세요, 한타임에 20개도 못합니다 언제 다하란 말씀이신가여,2019. 4. 1. 월요일 23:03
블소로 옮겨버린 서버,돌려내 이거 뭐 개인PC로 서버컴쓰냐? 정도껏 해야지,2019. 4. 1. 월요일 22:26
그동안 팔았던 펫 전체적으로 다시한번 팔아주세여,접었다 복귀했더니 펫이없어 남들과 투력차이가 좀 나는데 전체적으로 그동안 팔았던 펫 다시 한번팔아주세여 ,2019. 4. 1. 월요일 21:27
동맹원정 2거점,2명의 팟으로 구성해서 들어가야합니다.,2019. 4. 1. 월요일 20:19
필드보스,필보렉좀어케좀 어케좀 해줘보세요~ 뭐하지는건모르겠네요~~빠른조치좀해주세요 할수가없네요,2019. 4. 1. 월요일 18:15
티켓아이템있어야뽑죠?,뽑으라는건지 티켓을 쌓아나따가 나중에 버리라는건지 티켓은 차곡차곡모아지고 이벤트는 시작하자마자 눈깜짝할사이에 아이템은 바닥나고  머이럽니까 예전처럼 서버별로해주시던지 안그럼 시간을 좀더 단축해서 해주시던지 아니면 템을 더풀어주시던지 해주셔야할꺼아닙니까 티켓만 잔뜩주시고 이건 써먹지도 못할껀데 그럼 난중에 보상따로해주십니까? 빠른개선필요합니다 뽑기가 이렇게 어려운줄알았음 캐쉬템사지도 않았습니다  빠른패치부탁드립니다 ,2019. 4. 1. 월요일 18:01
몬스터상점버그,4일전부터 몬스터카드갱신이 안되네요 빨리좀정상으로 고쳐주세요,2019. 4. 1. 월요일 17:30
각성 아이템 확인 별 1개 3개로 표시해주세요,각성아이템 별(숫자)로 확인할수 있는데요,2019. 4. 1. 월요일 17:08
희귀 탈리스만 패캐지 구매할수있게 해주세요,탈리스만 초창기에...선택을 잘못해서...ㅠㅠ,2019. 4. 1. 월요일 14:05
제발,집혼석 가방!!!쪼옴!!! 아개불편해죽겟네요 좀고치바요 바까끼지를못하네 아오!,2019. 4. 1. 월요일 13:39
방패에도 색깔 좀 넣어주세요..,타 클래스 무기엔 전부 색깔이 넣어져있눈디..,2019. 4. 1. 월요일 12:50
바이움 동맹던전 편의성 개선 요청합니다,최종보스 바이움 ,2019. 4. 1. 월요일 12:30
연마제에 대하여~,한마디  올립니다.,2019. 4. 1. 월요일 11:12
아가시온인벤,칸수도  적은데  필요없는 (참)  버릴수잇게  해주세요. ,2019. 4. 1. 월요일 08:49
장애물,몹잡을때 장애물이많아서 몹을인식못해서 짜증나네요 장애물높이나 개선좀해주세요 ,2019. 4. 1. 월요일 03:52
아지트퀘스트혈던,아지트퀘스트 혈던 몹갯수좀 줄여주세요 금방잡아서 25개다못함,2019. 4. 1. 월요일 03:45
집혼석,"집혼석패키지, 집혼석 이벤트  해주세요.",2019. 3. 31. 일요일 23:29
행운상자,진짜 어떻게 뽑으라는겁니까 3분이면 거덜나는걸 이런식이면 한번도 못뽑고 이벤트 끝나면 내 티켓 보상해주실껀가요~!1??,2019. 3. 31. 일요일 23:11
행운상자,수량을 좀 늘리든가 어캐좀 해보셈,2019. 3. 31. 일요일 23:09
고급MP 물약 교환해주 빨강HP로,아무쓸모도 없는고급MP 교환해주는건 없나요 빨강고포로!!!!!,2019. 3. 31. 일요일 20:37
혈맹 패널티 시간,혈맹 탈퇴 패널티 시간이 1일 이였다가 탈하고 나니 48시간 대기네요 해결 부탁드립니다,2019. 3. 31. 일요일 19:06
안녕하세요~ 이지인을 잡아라 같은 이벤트 쿠폰에 대해,방송은 보고.. 이따가 해야지 하다가 아이폰이라 집에와서 입력하려니..시간이 12시 지나버리고..,2019. 3. 31. 일요일 17:56
사버이전권은 서통합전에 먼저하고 통합합시다.제발 망섭밀들지말고...,섭통되고 적혈에  밀린다고 고투력들이 타섭이전하면   불균형이 더심해져  망섭되어 게임의 재미를 떨어뜨립니다.저번 섭통때 다들 그렇게 되어서 불만이 많은데  또 이러는건 개발자가 돌대가리거나 유져는 상관없이 돈벌겠닥는 생각이거나.둘중 하나임  섭통공지하고   서버이전권 부터 하고 그다음 섭통해야  이런 상황이안생기는 제발  재고  부탁드립니다.,2019. 3. 31. 일요일 14:34
아티팩트셋트 갯수1-2칸만이라도늘려라,종류는수십개고 칸갯수는그대로고 아님 셋트 따로두던가,2019. 3. 31. 일요일 13:28
의뢰소 시스템 되는게없내요,연금 대장 보세 마부 필터해서 볼수있게끔 해놨지만 해놔도 대장 체크해놓고 대장올려도 그냥 아무것도 안떠요 오픈때부터 지속적으로 그랬고,2019. 3. 31. 일요일 12:07
편집모드를 진정한 편집모드로 개선 요청,셋팅되어잇는 별 필요없는 편집모드 말고,2019. 3. 31. 일요일 11:59
돌머머리들아 가방안 소모품 상자,"왜 갯수 맞추기 힘들게 맥스랑 플러스마이너스만 잇어??그러면서 니네 다이아쓰는 상정에는 아주 간단하게 플러스1,5,10 이런식이더라?? 가방안에꺼도 그렇게 해줄꺼제?? ",2019. 3. 31. 일요일 10:52
동맹채팅도 말풍선 팝업좀 만들어주세요,혈맹채팅하고 1대1채팅만 해주시지말고 동맹채팅도 좀 만들어주세요~,2019. 3. 31. 일요일 00:45
혈 군주였어요 . 일이바뻐서 접을 못했는데 혈맹 군주자리를 빼앗겼어여 제발 제혈맹 찾게 도와주세여,혈맹을  찾을 수 있게  도와주세요. 제발 부탁합니다 . 어찌  부군주도 다바뀔수 있는지 제군주자리돌려놔주세여  ,2019. 3. 31. 일요일 00:07
한달에한번 패키지나오는건 너무한거 같습니다,결국 모두들 떠날겁니다,2019. 3. 30. 토요일 23:20
에스8업댓후 자판이안열림,에스8업댓후 자판이안열림,2019. 3. 30. 토요일 21:31
에벤트 보상 갯수좀 늘려줘요 ㅡㅡ,아니 한번을 뽑지를 못하네 ㅡㅡ,2019. 3. 30. 토요일 18:57
티아트의 재단,티아트의 재단 혈던 보스 몬스터도 하향해주세요.,2019. 3. 30. 토요일 18:37
ㅡㅡ대체..,만우절이벤트 상자열기가안돼요,2019. 3. 30. 토요일 17:52
"갤럭시s10+ 장비,집혼석 레벨업 시 튕김",처음 접속할때는 레벨업 정상적으로 되는데 사냥 조금하다가 레벨업 시키면 화면이 마구깜빡이면서 결국 재접해야돼요 폰 산지도 얼마 안됐는데 24시간 돌려서 벌써 맛 간거임? 내 폰이 문제인가요 게임이 문제인가요,2019. 3. 30. 토요일 17:34
이벤트가 안됩니다., ,2019. 3. 30. 토요일 16:12
채집던전 만드라고라 출현확률 원상복구하세요,유저들은 븅으로 아는건지,2019. 3. 30. 토요일 15:00
아티팩트세트갯수1-2개더장착가능케해라,종류만엄청늘려놓고셋트갯수는그대로고머하자는거고,2019. 3. 30. 토요일 11:48
도감 카드 레벨업에 대해서 건의드립니다,제가 아직 신입이라서 대부분 2단계 진행중인데요,2019. 3. 30. 토요일 10:18
뽑기 이벤좀하지마라!! 뭔 이벤까지 복불복으로 지룰하나,짜증나게,2019. 3. 30. 토요일 07:30
카오수치,십자가먹으면 바로 떠러지는대 몬스 잡으면 왜 안떠러 저여 짜장면 이네,2019. 3. 30. 토요일 04:32
카오수치,오백마리잡음카수치안떠러짐말줌요,2019. 3. 30. 토요일 04:25
능력이 안되면 하지를 맙시다,렉때문에 기존 로크도 잡기 어려웠는데 또 신규 보스하나 만든다고 나아집니까 서버관리도 못하면서 무리한 업데이트로 더 망가지게 만들고 뭐하자는건지 ,2019. 3. 29. 금요일 22:40
두가지 개선 요청 합니다.,1. '잘못된 동작으로 종료 합니다' 라는 메세지와 함게 겜이 종로됩니다..,2019. 3. 29. 금요일 21:21
요새전입찰후 동맹승인및 용병지원,말이되는건가요?,2019. 3. 29. 금요일 21:00
스팀비틀조개들팔수있게해여,공간만차지하고머하냐고뷰해도안되고,2019. 3. 29. 금요일 20:54
발라카스 행운상자 시간 좀 줄여주세요, ,2019. 3. 29. 금요일 20:00
저왜 운영정책 이게뜨는지알고싶네오 잘되다가, ,2019. 3. 29. 금요일 19:56
혈맹버프 돌려주세요,혈맹원 모집 해서 혈맹스킬 찍는데 넷마블 관계자 여러분들이 도와 주신거 있나요?,2019. 3. 29. 금요일 19:41
홀리쇼크 이로운 효과,홀리쇼크 아군일때 보호막 공 상승인데 왜 시전자는 아무효과 없나요? 남 좋으라고 쓰는 스킬인가요?,2019. 3. 29. 금요일 17:48
사냥중 집혼석,사냥중 집혼석 레벨업하려면 화면이 계속 올라가네요,2019. 3. 29. 금요일 12:57
이벤트,다주는걸로좀해라 추첨해서 줄생각하지말고 ,2019. 3. 29. 금요일 12:38
장비 강화 확률 밸런스 조정좀,22강 확률 35%장비 강화 연속 11번 실패는 아니지않나여,2019. 3. 29. 금요일 12:30
12시 접속보상으로 버프스크롤상자 그만주면 안되겠니??,만든지 일주일된 겜임??,2019. 3. 29. 금요일 12:14
장비던잔 소환석던전,복귀유저로서 전설까진 못들어가 봤지만,2019. 3. 29. 금요일 11:56
제발 기부 팝업창 좀 꺼줘요.,"기부 4번 연속으로 하면 큰화면 핸드폰은 1/3, 작은화면(아이폰x) 1/2이나 가려버려요. ",2019. 3. 29. 금요일 11:35
오류,이게 뭔지.. 장비던전에서 계단에 찡겨 안움직임 ,2019. 3. 29. 금요일 10:39
실리엔템플러 밸런스 좀 잡아주세요.,탱커가 거기서 거기지..라고 생각하실 수도 있습니다.,2019. 3. 29. 금요일 08:44
자동퀘스트할때 특성 무기 적용,스크롤퀘스트 매일 20개씩 충전해서하고 주간퀘도 자동퀘스트로하는데요,2019. 3. 29. 금요일 08:38
여보시오!!!!,황금가고일 으누상자깐사람만 열게해달라고 몇번을 말한거 같은데 왜 안해주시는지??,2019. 3. 29. 금요일 06:28
오늘 행운상자 한번도  뽑기를  못햇,오늘 행운상자 한번도  뽑기를  못햇어여  수량이  영우로 계속 나와요,2019. 3. 29. 금요일 06:04
갱신이되도  수량이  영으로  나옵니,갱신이되도  수량이  영으로  나옵니다,2019. 3. 29. 금요일 05:56
천명장병용님의 글, ,2019. 3. 29. 금요일 05:48
행운상자 뽑기  스크롤이  흰여백으로,행운상자 뽑기  스크롤이  흰여백으로  나타나요 안되요,2019. 3. 29. 금요일 05:28
행운상자  뽑기가  안됩니다,행운상자  뽑기가  안됩니다,2019. 3. 29. 금요일 05:03
만우절 이벤트가 안됩니다 꼽기가 ,만우절 이벤트가 안됩니다,2019. 3. 29. 금요일 04:58
몬스터 상점 상품 건의합니다.,몬스터 상점 상품 구성에서 몬스터카드 비율을 좀 올려주세요.,2019. 3. 29. 금요일 01:42
채광중이다 부업인건가,Ap매우짜다 좀더 늘려줘라 매번 팔아먹을궁리만 하지말고 배풀어봐쫌,2019. 3. 28. 목요일 23:27
시꺄 외자꾸지워,그시간에 불법 메크로 사용자나잡아 ;;,2019. 3. 28. 목요일 23:14
리니지2레보루션 너무어려워,무과급 이라 가면 갈수록 바뀐 컨텐츠 못즐기겠다 어케 300백이벤트 같은비슷한거좀해줘요 망할게임 스트레스 받아처묵처묵 묶어,2019. 3. 28. 목요일 23:07
업데이트 이후 렉이 너무 심해졌네여,기기확인 이런 댓글달지 마시고,2019. 3. 28. 목요일 22:44
바운티 궁극기 욕나오네 진짜,스턴이 안걸리니 다 튀어나가서 딜도 안박힌다 ***거 ㅡㅡ,2019. 3. 28. 목요일 22:35
운영진님.답변이 하나도 없네요 거의.8개월동안.똑같은.글만.올렸는데,만능.펫.코스튬 이벤트.칭호 좀 패키지로 팔아주세요,2019. 3. 28. 목요일 21:12
오만탑소탕하는이벤트,좀그만하면안되요??,2019. 3. 28. 목요일 20:14
복귀유저,안녕하세요,2019. 3. 28. 목요일 18:55
탈리스만 고유색상 변경 건의합니다,특성탈리스만이라도 색상 변경하도록 한다면  매우 괜찮을거같아요  ~,2019. 3. 28. 목요일 18:55
만능.코스튬.펫.이벤트 칭호.패키지좀.파세요,자전거 꼭좀 사고 싶습니다.교복이랑 칭호도 옜날꺼좀 사고싶어요,2019. 3. 28. 목요일 18:52
노트8 시스템 업데이트 이후 키설정을 핸드폰 설정을 가저옵니다., ,2019. 3. 28. 목요일 16:54
신규아티팩트,세트 효과 적용 안되는데..확인 부탁 드립니다. 현재. 2세트 효과 수치,2019. 3. 28. 목요일 16:14
아티팩트장착갯수느려라,장착갯수늘리지도않고왜만든거냐,2019. 3. 28. 목요일 16:14
완제 드랍 건의합니다.,"무기,방어구 r,sr급도 드랍해야되지 않을까요?",2019. 3. 28. 목요일 15:51
업뎃을 왜하냐?,업뎃 목적이 머야?,2019. 3. 28. 목요일 15:46
만우절 깜짝이벤트 건,아침에 일어나자 마자 오탑 소탕 및 일일 할것들 다 했는데..,2019. 3. 28. 목요일 15:37
펫 판매 하루만 연장해주세요,오늘 아침에 구매하려 했는데 바빠서 못샀어요 ㅠ,2019. 3. 28. 목요일 15:36
강제로 렙업시키는 이벤좀 하지마라.. 왜 강제로 오탑 소탕시키나??,이겜이 무작정 레벨업만하면 쎄지나??,2019. 3. 28. 목요일 14:27
거래소최저가격점내려라,거래점되게,2019. 3. 28. 목요일 14:26
넷마블은당장사과해라,자기들만의말바꾸기 매크로노방지 버그등등,2019. 3. 28. 목요일 14:06
발라이외섭,발라이동시 받은 유알특돌과 초돌 지급하라,2019. 3. 28. 목요일 14:05
칼라곤,칼리곤 아직없는분들 많은데 전 2번째 나왔네요. 혈원이나 지인에게 선물할 수 있게 해주시면 좋겠네요. 가지고 있긴 너무 아까워서요.,2019. 3. 28. 목요일 13:58
스킬... 개수 -- 이제는 좀 더 늘려 주세요!!!,이번 업데이트에 ,2019. 3. 28. 목요일 12:07
쟁 활성화 방안 - 쟁 많이 하면 - 숙제 해제 및 보상 & 전문 쟁 섭 생성... 고민해 봐요,"레볼의 꽃은 쟁인데, 요즘 하는 용사 분들만 하고, ",2019. 3. 28. 목요일 11:59
구슬버그 보상 언제 들어오나요?,오늘 패치에 구슬100개 일괄 지급되나요?,2019. 3. 28. 목요일 10:53
코아물약,아카데미  초보들  혈입니다  불편한거  한두가지가  아니지만  젤  필요한거  건의합니다  하루에  한번이라두  코아물약  사게  해주세여   투력  올리기  너무나힘들어여  신규유저들  오면  머해여  3일하구  접어여  꾸준한  정책이   필요하지안을까요  코아물약  일반혈  처럼   해주세여,2019. 3. 28. 목요일 02:51
영혼의장비.분해하면 영웅의 주괴랑 영웅의.비즈.줘야하는거 아닙니까?,주괴랑 비즈.구하기도 힘든데..영혼의 장비라도 분해해서 구할수 잇도록,2019. 3. 28. 목요일 01:43
아티팩트,인벤에 남은 아티팩트 큐브좀 수거해가세요,2019. 3. 28. 목요일 01:24
서버이전권은 섭통합전에 합시다,섭통되고 적혈에  밀린다고 고투력들이 타섭이전하면   불균형이 더심해져  망섭되어 게임의 재미를 떨어뜨립니다.  섭통공지하고   서버이전권 부터 먼져하고 그다음 섭통해야  이런 상황이안생기는 제발  재고  부탁드립니다.,2019. 3. 28. 목요일 00:48
마르프나 조각이나  자꾸 이것 저것이,마르프나 조각이나  자꾸 이것 저것이 안들어 와 있고 집혼석 초월 했는데 세번이나 없어 지내요 한꺼 번에 두번 초월 하고 레벨업 하니 없어 져 있네요 ,2019. 3. 27. 수요일 21:31
강화도 핸폰사향 차이,궁금하네....은근 10번 이상 연속실패가 자주뜨는데...오늘도 14번 연속 실패 허허....요즘 부쩍 강화메세지가 확줄엇는데...이것도 업데했음?...랜차이로 인해 아이폰이나 컴터가 다른 핸폰보다 빠름? 동타일때 아이폰이나 컴터 이길수 없는거 같은데...나만에 생각? 외 내 생각에는 돈마블 수작같은데...열받아 페키지 사라고...,2019. 3. 27. 수요일 21:02
집혼석판매 개버그요,집혼석 인벤열어 선택판매하려고하면  무한으로 맨 위로 계속 올라와 아래로 내릴수가 없어요 설마  몰랐던건가요????,2019. 3. 27. 수요일 20:27
어설픈 이벤트 보다 차라리 S급 퀘스트 스크롤을 ...,어설픈 이벤트 자주 하는거 보다 실속있게 아데나를 챙겨주는 이벤트를 하거나 or S급 퀘스트 스크롤을 차라리 주는게 나아 보입니다.,2019. 3. 27. 수요일 20:18
사냥중에 집혼석 개별 판매시 불편사항 건의합니다,자동판매 기능을사용하는 유져지만  사냥하면서 집혼석중 필요한걸 남기기위해 사냥중 집혼석을  개별판매하려고 화면 내리면 자동으로  맨위로 이동합니다,2019. 3. 27. 수요일 20:12
고피나상점에서 사게해주세요,이제까지 상점에서 고급물약을 안파는게임은 살다살다 첨봅니다 피통은 크고 쟁은 밥먹듯이하고 보스도 드럽게  안죽고 탱들은 걍 겜하지말라겁니까  이번 패치할때 고급물약도 같이 하시죠 저번처럼 일주일에 한번팔아도 그나마 살겠습니다 조치부틱드립니다,2019. 3. 27. 수요일 19:06
"혈원 기부내역, 원정 거점달성 안내문좀 안보이게 해주세요",알림창 때문에 PVP하다가 상대방 피랑 내 피가 가려지니 많이 불편합니다.,2019. 3. 27. 수요일 18:54
이벤트,장비. 나  무기 ,2019. 3. 27. 수요일 18:37
새벽에점검하고치우라니까,장난하나접속할시간에점검이냐 넷마블니들하는일이머라고,2019. 3. 27. 수요일 18:28
패키지 없는 업뎃좀 해라,ㅇ,2019. 3. 27. 수요일 18:03
또 삥뜯을라고?,야 적당히해라 아티팩트 은근슬쩍넣어서 또 과금유도하내 ,2019. 3. 27. 수요일 17:56
월드보스 티켓,티켓 작업 어디에 뭐가 나오는지  모르겠습니다,2019. 3. 27. 수요일 17:21
몇가지 건의,1.수동 타겟기능 추가,2019. 3. 27. 수요일 16:32
레볼매거진 하단 설문 창 없음,나만 안뜸?,2019. 3. 27. 수요일 16:18
아덴던전 아덴좀올줘2년째그대로네,렙업비용을낮추던가28만원으로 뭐하라는거야진짜,2019. 3. 27. 수요일 15:43
필드. 정던 아이템획득 팝업 삭제 요청,사냥을 하다가 보면 필드건 정예던전이건. S등급 이상의 아이템을 획득하게 되면 상단에 팝업으로 누가 무엇을 처치하여 무엇을 얻었다는 메세지가 나옵니다. 일반적인 경우 별 문제가 없지만 쟁을 하다보면 적혈에 나의 위치를 친절하게 알려주는 모양새가 됩니다.,2019. 3. 27. 수요일 15:04
숙제만 하는 이벤은 이제 그만좀합시다,차라리 그럴바엔 접속만 하면 이벤트템 주는걸로 아주 지루하고 잼없게 하든가,2019. 3. 26. 화요일 18:51
"자전거,빗자루 등 지나간 펫 재판매 부탁드립니다.",곧 서버통합인데,2019. 3. 26. 화요일 18:47
주말던전 건의,요 앞전에 끝난 이벤트중.. ,2019. 3. 26. 화요일 17:27
축복받은강화주문서 의문점,도대체 1오르는게 왜 축줌이죠? ,2019. 3. 26. 화요일 16:55
정던사냥시 집혼석 레벨업좀하게 바꿔주세여~~,안녕하세여 어느덧 레볼가 함께한지 600일이나 지났네여 ~ ㅎㅎ,2019. 3. 26. 화요일 16:31
공격헛질하는거좀,몹에 헛방질하는거 언제쯤 고쳐주시나요???,2019. 3. 26. 화요일 16:17
근접 공격 헛칼질 수정해주세요 . .,헛칼질하다 몹이 움직이면 타격들어가는거좀 수정해주세요 . .,2019. 3. 26. 화요일 14:49
욕이 너무 심하네요.. 저런분 제재하시나요?, ,2019. 3. 26. 화요일 14:47
집혼석가방,제발좀요!!! 언제부터 이글 계속 올라오는데 아직도 못고치고계신건가여 제발좀 부탁드려요 제발 너무불편해여,2019. 3. 26. 화요일 14:43
채팅이 안 됩니다,약 2~3주전부터 채팅창이 보이기는 하는데..,2019. 3. 26. 화요일 14:39
집혼석 가방 불편한거 개선요청,집혼석 가방이 가득차서 집혼석 선택해서. 판매 또는 분해 하려고 하면 자동정렬되서 하당집혼석을 클릭할수가 없습니다. 개선해주세요,2019. 3. 26. 화요일 13:54
너내는아직까지헛칼질왜못고치냐,니네월급도헛칼질치냐모지리야,2019. 3. 26. 화요일 13:47
"일간 접속 보상 중 고급 스킬북 페이지 상자 - 왜 임펙트 배리어, 프로즌 아머 없을까요?",임펙트 배리어 및 프로즈 아머가 나온지 꽤 되었습니다,2019. 3. 26. 화요일 12:49
아지트 개인 퀘스트 - 횟수 늘려 주세요!! 1회 넘 적어요,아지트의 개인 퀘스트는 하루 1개입니다.,2019. 3. 26. 화요일 12:37
동맹원정 좀더 많은 혈들이 즐길수 있게 해주세요,"극히 일부혈, 동맹 아님 3거점 가기도 힘든게 현실이네요.",2019. 3. 26. 화요일 12:15
건의 한번 해보아요,코어상점 있잖아요 몬스터 가루로 살수있는거,2019. 3. 26. 화요일 11:08
금요일상점 아덴소환석 추가 연금 신규엘릭서 약초 추가,아덴소환석 언제까지 패키지로만 팔건가요?,2019. 3. 26. 화요일 10:42
안정화 좀,삼성겔럭시폰 엘지 v폰 아이폰 샤오미 폰 4개로 리니지 열심히 플레이하는 유저인데요,2019. 3. 25. 월요일 23:48
서버이전 관련,타섭에서 타섭으로이전안될거란말 실화?,2019. 3. 25. 월요일 22:05
아이폰은 왜 쿠폰입력 못하게 하나요,아이폰은 왜 쿠폰 입력도 못하는데,2019. 3. 25. 월요일 20:31
알림 팝업 관련 건의.,"혈맹원 접속시, 혈맹원 기부시, pvp지원요청시, 최근 동맹원정시등등 알림  팝업이 내려오는데..",2019. 3. 25. 월요일 18:58
붉은 스타스톤이 안들어옵니다,정던 3일 내리 사냥 중입니다.,2019. 3. 25. 월요일 17:58
이벤트 집혼석 다시 살 수 있게 해주세요,이벤트 집혼석 다시 살 수 있게 해주세요,2019. 3. 25. 월요일 16:27
장인의징표 얻기가 하늘의 별따기보다 어려워요,시험삼아  어제  하루종일  의뢰수락을  위해 클릭  또  클릭,2019. 3. 25. 월요일 14:33
Ap 접하는 시간엔 2배로 주세요.,동일한 ap를 주는 것도 좋은데...,2019. 3. 25. 월요일 13:55
수확던전 1LV 벌목 용꽃나무 드랍률 좀 올려주세요,1레벨짜리 나무에 레시피재료 구한다고,2019. 3. 25. 월요일 11:42
오는 서버 통합/이전은 문제가 많습니다.,안녕하세요. 블댄아재입니다.,2019. 3. 25. 월요일 10:53
금요일상점 아덴소환석 추가 연금 신규엘릭서 약초추가,아덴소환석 언제까지 패키지로만 팔건가요?,2019. 3. 25. 월요일 10:45
코스튬 코너 내옵션없뚜아 ㅡㅡ;;뭘보구삿나 gg,색동설빔 할로윈 사는데 기본옵션 1시개도 없어 아짱나,2019. 3. 24. 일요일 22:17
섭통합에 의한 캐릭터명 변경,캐릭은 만들어 놨으나 2달 3달 많게는 200일 넘게 접속 안한 캐릭이 허다합니다.,2019. 3. 24. 일요일 18:52
제작의뢰 이대론 안됩니다.,혈맹간 친구간 동맹간 할수 있도록 해야함. 하루에 5건 채우기가 별따기 보다 어려워서야,2019. 3. 24. 일요일 18:33
펫,영자님 펫 이동할때 나무나 바위에 걸리면 빠저나가지 못하는대 이것도 해결해주세요 장에물에 걸리면 통과해야하는대 걸려 못가요,2019. 3. 24. 일요일 17:12
닉네임,안녕하세요 다시 복귀한 유저입니다 닉네임 지디를 사용하고 있는데 복귀를하니 뒤에 이모티콘이 생겼는데 어떻게해야 사라지나요??,2019. 3. 24. 일요일 11:27
아니 이거,한번씩 케릭이공중에부웅떠있습니까ㅡㅡ이거 복구시켜주세요,2019. 3. 24. 일요일 10:36
금요일상점 아덴소환석추가 연금 신규엘릭서 약초 추가,아덴소환석 언제까지 패키지로만 팔건가요?,2019. 3. 24. 일요일 09:51
Lv5 의뢰등록 하는사람도 보상을 주세요,레벨5는 전문화를 하지 않아도 본인 스스로 제작이 가능합니다,2019. 3. 24. 일요일 09:34
혈맹기부,혈맹기부을 4개 하는데 왜 던전소탕권은 3개만주는건가요 4개주세요,2019. 3. 24. 일요일 06:30
오르펜 입장하면 pk불가해주세여 마그나딘처럼,요즘 오르펜 티켓만 날리고있습니다,2019. 3. 23. 토요일 23:33
한입으로 두말하는 운영진 사퇴하라(발라카스 이전 관련),분명히 발라섭 이전 안된다고 공지해놓고 발라섭가는 사람들 실컷 혜택주더니 이제와서 말바꾸기??,2019. 3. 23. 토요일 22:28
아 등신같은 운영진들 봐라,백날 건의해도 개선 안해주는고만 운영진들 보물상자안까냐?,2019. 3. 23. 토요일 21:50
Pro netmalbul,Fuck for king out of mantal hello injoy ,2019. 3. 23. 토요일 21:37
수확던전 정수 턱없이 부족합니다...,퍼펙트 확률이 낮아서 재료만 쌓이고 하루에 집혼석 한개 만들면 끝이에요..,2019. 3. 23. 토요일 20:10
집혼석 렙업,집혼석 렙업하고싶은데 밑으로 내려서 연마제 넣을수가 없어여... 계속 상단으로 이동하는 버그좀 고쳐주세여..,2019. 3. 23. 토요일 19:47
만렙 분쟁지역 만들어주이소,이번에는 안 생기는건가요?,2019. 3. 23. 토요일 19:13
가고일 귀속,가고일 상자연사람한테 일정시간 귀속이라도  좀 줍시다 ,2019. 3. 23. 토요일 18:16
전쟁 KDA 건의 좀 합시다?,"킬, 데스, 어시스트 가지고 혈원 순위 정할때 KDA 라고 써있는데",2019. 3. 23. 토요일 18:10
