date,fulltxt
2018.06.29. 09:55,"퀘스트 가방 아이템불필요한 퀘스트 가방속 아이템,아직도 삭제가 안됩니까??"
2018.06.29. 08:13,화스 방패외형아무능력치도 안주고 이쁨이쁨 이거 하나만보고 뽑앗는데 팔라만 보인다면 직업적용에 팔라딘만 해놔야지 저렇게 전직업 다 착용가능하다 써져있으면서 착용자체가 안되게 해놓으면 어케합니까 저거 뽑을려고 돈지랄을 을마나 햇는디..ㅜㅜ
2018.06.28. 18:02,6월 한정특전 기존꺼 왜 사라짐??6월달 20일 넘게남은 한장특전 사라짐 복구해주세요!!!
2018.06.28. 16:26,거래소 및 시스템에관하여 건의드립니다1. 거래소?물량이 넘칠대로 넘치고있습니다. 탬이안팔려요?예를들어 본섭처럼 상인의 노점개설같은 스킬이 필요해보입니다.??2. 제니관련부캐든 본캐든 창고에 제니를 옮길수 있도록 건의 드립니다.
2018.06.28. 15:27,제니가 없어도 고양이용병쿠폰 건의좀...안녕하세요~ 카프라운영자님? 제니가모잘라도 용병쿠폰(1일만 된다는거 압니다 그거까진 좋음)근데 제니가 모잘라도 용병찾아서 마을안가도 파티원초대>>용병냥이>>계약연장으로 바로 쓸 수 있게 해주세요~(그리고 중요한건 분명 제니보다 쿠폰이 있으면 먼저 사용된다고 적혀있음요...)그리고 2. 사용했던 용병들을 다시 마을로 원위치보내보려고 (그래야 용병쿠폰을 쓸 수 있을것 같았음...)그래서 용병을 파티탈퇴를 시키고 제가 파티 나가고 하면 용병이 계속 딸려오고그래서 또 용병파티탈퇴만!!시켜도 마을엔 안나오고 그렇다고 계약연장하면 현질샵으로 넘어가고(제니가 모자라서...)이런 식으로 계속 되돌이표가 되고 마네요...ㄷㄷㄷ사용하는걸 모르고 있는건지 아닌지 알려주세요...검색해보니까 이런식으로 고양이용병이 마을에 다시 원위치를 못 시키는 사람이 은근?많을것 같아서 서로 알아야둬야 될것같아 글을 올려봅니다...:D(참고로 깨끗하게 삭제하고 패치도 여러번해봣어요...)
2018.06.28. 11:24,"고양이코인 2배 이벤트 또 진행 언제하나요?2배 이벤트하면 유저들도 가즈아!! 하고 더 버닝할테고 매출 증대도 될텐데매달 첫결제는 2배이벤트 하면 안되나용어차피 가챠 확률 개 쥐똥이라서 2배해서 코인 벌어도 5분만에 다 날릴테니"" 매달 첫결제 코인 두배 이벤트 "" 건의 좀해주세요~~만약 이게 무리수면 언제쯤 하실건지 계획이라도 있나요?~ 추석 용돈시즌쯤되려나 ㅠ"
2018.06.27. 19:57,길드 엠블렘안녕하세요 항상 수고하시는 GM카프라 라그나로크M 운영자님.? 건의는 아니지만 길드 엠블렘에 대해서 질문이 있는데요. 길드 엠블렘을 128x128 그리고 확장자가 5m가 넘지않게 자체제작을 하였는데요. 어디다 문의드려야 되는지 몰라서 이렇게 글을 쓰게되었습니다. 길드엠블렘에 대해서 번역까지 되어있는것을 보니 자체제작하여 변경이 가능한줄로 믿습니다. 길드엠블렘을 바꾸려면 어디다 문의해야하는지 알려주세요~ 감사합니다.
2018.06.27. 09:06,라그나로크 제로 중보 방송변경해라!!라그제로 운영 방관하고. 중보스 방송 끄라고 그렇게 유저들이 항의하고 건의하는데 방관하고 자기이익만 추구하는 그라비티!!
2018.06.27. 00:24,팅김현상너무 심해졌는데 평소 길드들어갈때마저도 튕기네요공성수성때도 튕기는건 오래전부터그랬고 ;; 부쩍심해짐
2018.06.26. 20:06,31c채널 지하수로 미스틸테인으로 사냥방해하는 비매너유저 신고합니다.해당 영상은 오늘 녹화한 영상입니다.며칠전부터 31c채널 지하수로에서 여러 케릭터로 번갈아가며 변신스크롤 사용 후 지하수로에서 자동사냥 돌린 유저를 전부 죽이고 다니고 있습니다.해당 비매너 유저의 ip차단 등과 같은 확실한 제재 부탁드립니다.
2018.06.26. 16:14,거래소확인을 메뉴기능에서 할수잇었으면 좋겟어요~그냥... 이런기능도 잇으면 편할거같아서여 ㅎ
2018.06.26. 12:27,"게임을 더 게임답게, 재미있게 : 공성전 건의사항라그나로크M 뿐만 아니라 모든 게임이 그러하듯,컨텐츠 바닥나는 시간은 한국이 가장 빠를 것이라 생각된다. 그래서 게임의 대부분은 지속적인 발전을 통한 남들보다 우월감을 가지게 하는 것인데,이미 게임자체가 강해야 된다기보다는 보탐과 룩딸, 그 주의 운세를 평가하는 무탑밖에는 없다고 본다. 거래소를 봐도 거래물량이 많이 줄었고 잘 팔리지도 않는다.광고는 이제 하는 것 같지도 않고 운영자들도 매일 들어오는 수익금을 보며 한숨을 쉬는 것이 눈에 훤하게 보인다.이럴때 현질을 유도하는 가챠판매에만 목을 메는 것이 아니라 획기적인 기획이 필요하다. 기획팀이 있기는 한지 의문이 들기도 하다.중국게임을 한국에서 퍼블리싱만 하는 것이라 어려울지 모르겠지만 많은 유저들의저 치열한 전투와 경쟁심을 유발하는 건 전쟁이라고 생각한다. 누구나 전쟁을 좋아하고 전쟁하길 원한다 (인게임) 라그나로크M 에는 수많은 채널이 존재하다. 그리고 각 채널마다 여러개의 성이 존재한다.그래서 현재 공성전은 몇 채널을 제외하고는 거의 독식을 하고 쳐들어오는 유저들도 없어서 서로 대화를 하거나 가만히 켜두기만하는 시간낭비 공성전이 되어버렸다. 공성전이 치열하려면 각 채널별로 1개의 성만 존재하게 하고 (또는 a채널에서만 공성전이 존재)그 성을 먹은 길드는 추후에 채널대항전에 참여할 기회가 주어지고전채널에서 유일하게 1개의 길드만 전체성주가 되는 시스템이 갖춰지면 더 좋지 않을까? 각 채널별로 독식을 하는 괴물길드들이 여럿 있는데 이 길드끼리 싸운다고 하면 좀 더 게임이 활발해지지 않을까?시스템적으로 안되는 것을 알고 있다. 하지만 퍼블리싱하는 입장에서 각 나라마다 추구하는 개성들이 있는데이런 개성들과 욕구들을 해소시켜줘야 하는 것이 아닌가.. 이대로 가다간 뽑기만 하다 직원들 월급주고 그러다가 닫는건 아닌가 생각해본다.광고모델에 투자할 돈으로 차라리 능력있는 직원들 월급 더 챙겨주시지.. 카프라님한테 인센티브도 주던가..뭔가 획기적인 기획이 필요한 이 시점에서 대난투 이런 쓸모없는 컨텐츠보단,치열하게 유저들이 치고박고하는 공성전의 진정한 묘미가 필요한 시점이 아닌가?나보다 더 많은 경험과 기술적인 지식, 그리고 유저들의 니즈파악 잘하는 분들일건데더 잘아실거라 판단되어집니다. 조속히 중국과의 협상이 되길 바래봅니다."
2018.06.26. 04:52,농축/코인농축오리데오콘 농축에르늄 제발 분해나 처분할수 있도록 해주세요ㅠㅠ실수로 만들었다가 너무 곤란하네요..그리고 코인두배로 구매하는거 다시 이벤트 해주실수 없나요?..ㅠㅠ코인두배구매보단 농축재료 처치가 너무 급합니다...ㅜㅜ
2018.06.26. 01:24,제발좀사람들이 건의를 쳐넣으면 듣는 시늉이라도 쳐하던가 대체 한두가지가 불만이 아닌데 개선되는점이 도통 찾아볼수가 없네유저들이 큰거 바랍니까 ? 사소한거라도 하나한 고쳐나가면서 겜 운영좀 하세요 가챠 같은거나 쳐넣고 돈 먹을궁리만 쳐 하지마시고 진짜 가면 갈수록 겜에 정이 졸라 떨어지네 애정가지고 개빡겜 하고 있는데 하 ...
2018.06.25. 21:55,"스토커 조정 부탁드립니다스토커라는 직업이 대미지가 약한 대신에 이런저런 유틸을 챙겨야 한다는건 잘 알고 있습니다.하지만 최소한 밥 벌어먹을 정도로는 상향을 시켜야 하지 않나 싶습니다.?쉐도우 체이서까지 보더라도 답이 없더라구요.?건의사항을 나눠보면1. 단검주력기인 백스텝의 쿨타임이 너무 깁니다. 1초 정도만 단축시켜도 많은 분들이 자주 사용할거 같습니다.?이것 때문에 백스텝은 묵혀두고 그냥 평타로 가시는 분들이 너무 많아요. 스토커라는 직업이 딜은 낮지만 아기자기하게 스킬을 쓰는 컨셉임에도 불구하고 단검 들고 평타만 친다는건 좀 그렇습니다.?2. 활(평타)스토커와 달리 활이 유일한 무기인 스나이퍼보다 약하게 내는건 맞습니다.?그래서 스토커보다 스나이퍼들이?DEX에 잡렙 보너스가 상대적으로 많고?어택이나 크리를 높이는 기술들이 있는 것이겠지요.그런데 개인적으로 약간의 평타 강화는 필요할 것 같습니다. 그 방법은?새로운 것이 아니라 이중사격의 조정인데, 현재 이중사격 최고 레벨이 3에 확률이 9%입니다. 꽤 낮은 수치입니다. 게다가 하필 이중사격의 최고레벨이 5나 10단위가 아닌 3인 바람에 스킬을 찍을 때도 애매하게 꼬이는 감이 있습니다.?최고 레벨 5에 15%까지 상향한다면 좋은 개선안이 아닐까 합니다. 스나 대비 어택도 낮고, 크리티컬 대미지나 크리티컬 확률도 낮은데 이중사격이라도 강화시켜 준다면 평타로 밥 벌어 먹기에 약간은 나아지지 않을까 싶어요. 물론 초월스킬로 10렙 30%까지 가능하면 좋겠지만 그까지 바라지도 않습니다.?3. 활(트라이앵글)타 직업의 스킬과 비교하더라도 배율 대비 소모 sp가 너무 큽니다. 트라이앵글 샷이 사실상 활 쪽으로 가는 스토커들의 주력기인데, 중국서버에서도 온갖 sp 회복템이나 sp 소모 감소템으로 떡칠해도 초월 레벨 14가 한계입니다.?렙 20일 때 소모 sp47에 배율이 720%(240*3)입니다. 무기를 제외하고 트라이앵글 샷을 주력으로 사용하는 스토커와 거의 비슷한 세팅으로 가는 쉴드체인을 쓰는 팔라딘의 경우 렙 20에 소모 sp34 그리고 배율 1250%(250%*5)입니다. 비교했을 때 배율이 문제가 아닙니다. 일반적으로 게임에서 배율은 근거리캐 > 원거리캐일 때가 많으니까요. 문제는 소모 sp겠지요.초월로 20을 찍을 수 있게 만들어뒀으나 최신 클라버전인 중국서버에서조차 인트 많이 찍고 sp 회복, 소모감소 템으로 떡칠하고도 15렙도 못 쓴다는건 문제가 있지 않나 싶습니다.? ??꼭 본사에 건의 부탁드립니다."
2018.06.25. 21:53,스나룬판에 타직업만큼 퍼센트어택같은건왜없나요..크댐총4퍼가끝이고너무 없음 1개도없음 크댐딸랑4퍼땡이고..너무 없음 룬판에..어택만따라가다 이것저것봐도 어택1퍼센트이런것도없군요 개선좀해주세요 .ㅡㅡ
2018.06.25. 14:07,오리데오콘 처리 좀 하게 해주세요통오리 150개 넘었습니다 -_-팔리지도 않고 악성 재고에요.모라주화로 바꾸게 좀 해주세요 차라리...
2018.06.25. 12:00,건의3차전직한케릭삭제하고 3번째슬롯케릭삭제하니까그자리에 재생성이안되네요??원래이런건가요
2018.06.25. 01:41,팔라딘 세크 복구 안시켜주나요ㅡㅡ......
2018.06.24. 23:54,카타나 만든 목적이 뭔가요??1.카타나는 레벨3더블어택 페시브획득2.근데 더블어택 페시브는 단검착용시 발동3.단검끼는 클래스는 도둑4.카타나 사용다능한 클래스는 도둑밖에없음5.도둑은 더블어택 스킬이 있음6.도둑은 레벨10더블어택이라 카타나 의미없음??????이게뭔가요 ㅋㅋㅋㅋ도대체 카타나를 만든 목적이뭐죠??누가봐도 사이드와인더 카드 대체용으로 만든건데그럼 다른무기를 착용해도 나가게 해야지설마 진짜 다블어택 배운 도둑이 끼라고만든 템은 아닐꺼아녀요 ㅋㅋㅋㅋ왜 그따위로 적용을 시키는지 ㅋㅋㅋㅋ?이건 아무리생각해도 제작의도와 다르게 적용되고있는거같은데 왜 패치를 안하는겁니꺼 ㅋㅋㅋ
2018.06.24. 23:22,잔여 HP를 SP로 교환해주는 이벤트 같은거 함 합시다저는 그나마 몸보신 좀 덜 먹는편인데도 HP 잔여량이 8천8백만입니다.제 캐릭이 지금 피통이 만육천인데 이건 뭐 죽고죽어 일백번 고쳐죽어도 풀피로 부활할 각입니다.이 잔여량 HP를 SP로 전환해주는 이벤트 같은거나 함 합시다아니면 뭐 바꿔주는 템 같은거라도 팔든가 해요이거 대체 몇억 몇조까지 누적시킬 셈입니까?
2018.06.24. 20:10,"맵, 길드창에 길드원 위치 표시해 주세요. (제자도 함께요)안녕하세요. 게임을 즐기고 있는 유저입니다. :)다름이 아니라 라그라는 게임은 길드내에서 하는 퀘스트로 공헌을 어느정도는 획득할 수 있는데요. 사실 제니를 열심히 벌어서 기부만 한다고 하면 퀘스트까지는 안할 수도 있지만 길드창에 길드원이 어디있는지 위치 표시가 되면 길드원이 자동사냥만 하는 중이라도 해당 맵으로 찾아가서 퀘스트를 함께 할 수가 있어서 편리할 것 같습니다. 지금은 어느 채널에만 있는지 확인만 가능해서 아쉽네요. 파티사냥시 표시되는 하늘색 점처럼 맵상에서도 위치가 표시되면 더 좋을 것 같아요. 같은 길드원이라는 결속력도 생길 것 같구요.그리고 스승과 제자 사이도 한 캐릭당 세명의 제자를 둘 수 있다는 점에서 특별하다고 생각 되는데 어느 맵에 있는지 알 수가 없네요. 자동사냥 중이라면 찾아가서 버프라도 줘야 제자가 쑥쑥 클텐데 말이죠. T.T파티생성 후  파티 가입으로만 위치를 확인할 수 있으니 한번쯤 고려해 주셨으면 합니다.."
2018.06.24. 17:33,호문이 없어졌어요크리에이터 전직 퀘를하다 호문이 죽어 리저렉션을 써도 살아나지 않고 보이지도 않습니다어떻게 해결해야 할까요?
2018.06.24. 17:15,하이딩 자동스킬에 넣게 해주세요그림투스로 사냥하고싶어요
2018.06.24. 14:12,프론 남문 뮤직박스옆에 홀그렌동생 하나 만듭시다.프론 남문 뮤직박스옆에 홀그렌동생 하나 만듭시다..장사 대박날거임....암튼 대박임
2018.06.24. 11:39,01오류발생음 1-2주전엔 되엇구? 컴퓨터? 별앱으로 돌리는거라? 다른계정이 들어올리가 없는데...그머냐? 알약을깔긴햇어요 달라진게잇다면...이화면에서 구매누르면 바로? 01오류발생이라고 뜨네요
2018.06.24. 11:37,실훈 주간 제한갯수좀 늘려주세요발할라를 안돌면 니벨이 없고 니벨이 없으면 실훈이 없는데이건 좀 아니지 않나요갯수제한하려면 하루에 얻을 수 있는 훈장수를 줄여야하지 않나요적어도 하루에 기본적으로 하는거 한번씩만 해서 받는거 만큼은 갯수제한을 하셔야죠매일 게임하지말고 2-3일에 한번씩 하라는 소리인가요?
2018.06.24. 08:17,친추창에 메모기능 추가해주세요친추창에 딜러 탱커 배터리 이렇게 구분해서 볼수있우면 편할꺼같은데 ㅜㅜ
2018.06.24. 01:40,카프라 언냐.계정 캐릭터 칸 더 늘려주면 안디 ?우리같은 서민층은 . 게임이라도 열심히 해야한단 말야 . 부캐릭 자사돌리고 동전줍고 폐지팔고 무한반복해야되 . 어짜피 카드는 안줄꺼잖아 . 그러니까 부캐 무탑이라도 가고 균열돌고 . 열심히라도 해야된다구 . 미니보스는 이제 경쟁자가 너무 많아졌어 . 파리쓰면서 눈깔빠지게 찾는것도 지친다구 . 엠비피도 상귀 몇몇유저들이 독식하고 . 팟사로 보탐 만들어두 . 막타충때문에 . 속상해그러니까 부캐 자사 돌리게 캐릭터칸좀 늘려줘 . 그지같은 카드해체보상도 만들어둬서 . 카드 뚤어야하는데 그지같은 레벨드롭률하양도 만들어뒀잖아 . 부캐릭 키우고 지우고 키우고 지우고 하는것도 쿨타임 있찌 . 어쩌라고 개새끼야 . 빨리 캐릭터칸 늘려줘
2018.06.24. 01:20,한전특전 동일캐릭터로 실수로 같은달꺼 한번 더사용했습니다한전특전 동일캐릭터로 실수로 같은달꺼 한번 더사용했는데 한전특전 어떻게 되는건지 복구 되는건지  기간 30일이 더 늘어나는건지  궁금합니다
2018.06.23. 14:50,결제가 이상하게되었음아이폰인데 30개짜리 질렀는데 12500원가량 결제가되고 코인은 안들어왔네요?어찌 된거죠?
2018.06.23. 13:12,엠펠리움 쓰임새좀..악성재고수준? 쓰임새좀 만들어주세요
2018.06.23. 07:26,포만감도대체 포만감이 뭔가요ㅡ어디에도 정확한 설명이 없네요?음식 효율 사라지면 이것두 없어지게 해주세요?음식효율은 떨어졌는데 포만감때문에 먹을수는 없고 ㅜㅜ
2018.06.23. 07:16,"01오류발생이게 먼가요  한정특전 사려는데 계속 이거떠서  사질 못해요,...ㅠ.ㅠ 돈을 쓰려는데 왜  막는거니~~"
2018.06.23. 01:03,펫 관련 건의사항이시스가 캐스팅 속도를 줄여주는 스킬을 가지고 있잖아요그거 때문에 위저드 키우는 입장에서 이시스는 정말 중요한 펫인데...문제는.. 이시스가 너무 징그럽습니다.. 보기 싫을 정도네요..캐스팅 속도를 줄여주는 스킬을 가진 다른 펫도 추가해주시면 안될까요??기왕이면 귀여운 펫으로요 !!
2018.06.22. 19:59,"스토커  상향안..... 현재? 스토커는? ?딜량이? 약하고? 몸빵이? 약해서? ?사냥과? 보탐이? 힘든? 입지에? 놓여? 있습니다.???거기다가? 대부분의? 유틸기가? 성공? 확률? 5%라는? 무쓸모? 스킬이? 많죠...? ???스토커의? 존재? 가치는? ?높은? 앵벌효율과??타인의? 스킬을? 훔칠수? 있는? 도작? 때문에??키운다고? 봐야? 합니다.???그런데? 라그엠은? ?약해? 빠진? 스토커가? 앵벌효율도? 안좋고 도작? 효율도? 안좋네요.???따라서? 스토커의? 앵벌? 효율을? 높이고,? 도작? 스킬을? 플레이어에게? 훔칠수? 있도록? 바꿔? 주시길? 건의? 합니다.????현재? 활로그는? 딜량이? 너무나도? 낮아서? ?쓸모가? 없고.???단검 스톡은? ?하이딩+? 서든? 어택+ 백스탭? 을? 연계? 해도? 어쎄보다? 딜량이? 안나오고,? ? 오히려? 타직업들보다? ? sp 소모만? 심하기만? 합니다.? ?그러다? 보니? 평타? 치는? 시간이? 많고? 그만큼? 물약도? 많이? 먹어야 하죠...??이렇게? 나약한? 스토커에게? ? 스틸코인? 성공확률? 5% 를? 줘서? ? 럭덱? 올리길? ?강요하는건 심각한? 처사라고? 생각? 합니다.???스토커는? 힘이랑? 어질을? 올려도? 약한? 직업군에? 속합니다.? 그런? 캐릭에게? 럭과? 덱스를? 올려서? 전투? 효율? 까지? 낮춰라?? ?이건? 심각한? 밸런스? 문제죠....? ???저는? 스토커에게? 높은? 딜량을? 바라지도? 않습니다.? ??? 다만? 사냥도? 보탐도? 제대로? 못하면? 앵벌 이라도? 잘해야죠.....? ?그런데? ? 뭐죄다? 성공확률 5%에? 발동확률? 5%? 거기다가? 몬스터에게? 돈을? 훔칠수? 있는? 횟수는? 두번....? ???이건? 너무 합니다.???아무런? 장점도? 없는? 스토커에게? 스틸코인? 성공? 확률? ? 50%? 를? ?주셨으면? 합니다.???그리고? 모든? 스트립? 시리즈가? 성공? 확률? 낮은 것도? ?문제고요.? ?5%? 라는? 확률로는? 택도 없습니다.? ??이거때매? 럭덱? 찍고? 활스토커로? 가도? 활스토커? 딜량이? 심각하게? 낮은게? 문제가? 됩니다.? ?앵벌과? 디버프가? 특징인? 캐릭에게??성공확률? 5%? 줘서? ?스토커는? 현재? 할것이? 없는? 상황입니다.? ??따라서? 이? 성공? 확률을? 높여? 줄것을? 건의? 합니다."
2018.06.22. 19:02,메인퀘스트가 없어요83레벨에 밀려있던 메인퀘스트 몰아서 다했는데요고성외곽 이후 메인퀘가 없어서 렙이 낮아 그런가? 싶어현재 87까지 레벨을 올려 봤지만..여기저기 돌아다녀 봐도 메인퀘표시가 있는 엔피씨가 없어요위에 스샷은 메인퀘스트 있다고 표시되어있는 마을이지만정작 가보면 아무것도 없구요여기 있을꺼같은 메인퀘도 없고... 어째야 할지 모르겠네요게임에서 문의 메일을 보내봤지만답변이 없어서 어쩔수없이 여기다가 작성해봅니다ㅜㅜ...
2018.06.22. 17:04,건의) 케릭외형자랑 게시판 만들어주세요 공카에 케릭터 외형 자랑 게시판이 생겼으면 좋겠어요.?라그의 매력중하나가 룩딸인데 자랑할만한 곳이스샷게시판뿐이고 스샷게시판에 케릭외형 올릴려하면 눈치보이고..?많은 추천 받는 케릭에게 소정의상점 주는정도의 그런 이벤트 어떠실까싶어요.
2018.06.22. 16:19,발키리상자아니 금훈장 주간 10개로하면 이건뭐장사를 하는건지 마는건지주간 10개로 하지말고 매일 10개로 해야 인기가있지
2018.06.22. 12:48,카카라면에 대한 건의카카라면... 버그 인지 아니면 아이템을 공지나 이유 없이 없앤 건지 ..?카카라면 재료 준비해 놓고 만들려 보니 없어져 있으니 당황..?전체 게시판 확인 해보니 카카라면 관련해서 질문하는 유저분들 간간이 보이는데 그에 대한 답글은 없는거 같아서 글 올려 봅니다.답글 한번 기다려 봅니다.
2018.06.22. 01:38,"직업들 밸런스좀 맞춰주세요로드나이트 피어스좀 하향하거나 다른 직업들 상향하거나 둘 중 하나는 해주세요.다른 캐릭터들 딜이 몇만에서 10만대 뜰때 로드나이트 혼자 피어스60만 뜨는게 말이 됩니까.?타 캐릭터들 다 돈 쓸만큼 쓰고 열심히 키우는데, 팀 보탐때 로드나이트 혼자 와서 보스 뺏는거 보면 정말 게임 하기 싫어집니다.?제발 밸런스좀 맞춰주세요. 심각합니다. 같은돈 쓰고 이런식으로 딜 몇십만 차이나는건 문제 있는거 아닌가요?부탁드립니다"
2018.06.21. 22:30,이벤트 참여 불가이미 참여 해따구 하는데 누가 내 아이디 실수로 기입한거 아닙니까 카프라 양반 이거 조치좀 해주소 이벤트 참여를 못하구있슴돠
2018.06.21. 06:27,접속이안대요ㅠㅠ안녕하세요라그갑자기들어가기가힘드내요?
2018.06.21. 02:13,"펫모험 피라미드2층 조건.펫모험 던전중 피라미드 2층 조건에 불사 몬스터 의 조건이 있습니다.그러나 현재 온라인 본서버에는 무낙펫이 있는걸로 알고있으나 현재 라그m영원한사라에서는불사몹 펫이 없는걸로 알고있습니다.이에 무낙펫을 추가를 하던, 펫모험 조건을 불사펫이아닌 다른조건으로 기존펫이 있는걸로 적용되도록 변경 바랍니다."
2018.06.20. 22:57,"첫 결제시캐시 2배 충전 관련 건의기존 첫 결제시 캐시 2배 충전 시스템을 아래와 같은 조건하에 초기화 해주는 방안을 검토 부탁드립니다.[ 2배 충전 초기화 조건 - 매월 1회 모든 코인(30, 60, 120, 300, 600)을 결제한 유저 ]위와 같이 코인 결제에 퀘스트 개념을 도입하여 소/중과금 유저에 대한 과금율을 높일 수 있을 것으로 예상합니다.?제 경우에 초반에 모든 코인을 종류별로 전부 결제한 이후로는 뭔가 손해보는 것 같아 코인 결제를 하지않고 있었고요,최근에 이벤트로 2배 충전이 초기화 된 것을 알고 다시 종류 별로 모든 코인을 결제하였습니다.저와 같은 결제 패턴을 가지는 유저들이 어느정도 있다고 한다면 위와 같은 시스템을 도입해도 괜찮지 않을까요?"
2018.06.20. 13:05,보스잡는 시스템좀 좀 봐꿉시다.. 법사로 보탐 혼자돌고있는데 먼저 반피이상 깍아놔도 뒤늦게 온 로나나 몽크가 다 먹어요 심지어 구석으로 보스 끌고가서 거의 피를 다 깍아놔도 빼앗기는 뭐 이런시스템이 다 있습니까...공평하게 선타치는 사람에게 보스 우선권있게좀 합시다...이건 뭐 특정한 직업말고는 보탐하지 말라는건가요??
2018.06.20. 11:36,지금 거래소가 거래가 안되고 있는 이상황에...외국서버랑 거래소만이라도 통합을 하면 좀 어떨까싶네요 너무 답답한느낌이 있어서 헛소리라도 해봅니다
2018.06.20. 00:40,길드 선물 상자랑 게시판 완료스크롤 제발 계정제한좀 없애주세요제목그대로얼마전에 추가된 게시판 완료스크롤... 계정별로 하루 10개밖에 못사서어느정도 레벨이 오르면 같은 계정 내 3케릭중 1케릭만 완료가 되고 나머지 애들은 고대로 다 깨줘야되네요물론 시간 많이걸리는 처치퀘 이런걸 스크롤로 깨고 나머지는 직접깨고 하는 방법도 있는데 하...진짜 주먹밥상점 없을때 이짓을 어떻게 매일했는지 원 그거 3-40분 들여서 깨는거 귀찮아 죽겠습니다. 요즘 바빠서 게임할시간 내기 어려운것도 한몫하는데 맨날 같은퀘스트 사진찍는거 물건갖다주는거 반복하는거 돌아버리겠어요...솔직히 초월때문에 실버훈장 얻어야돼서 꾸역꾸역 하기는 하는데 이거 계정 구매제한좀 풀어주고 그냥 편하게 깨게좀 해줘요 ㅠㅠ?그리고 ro샵에서 고양이코인6개로 금훈장1개 들어있는 팩을 살수있는데 솔직히 계정내 같은케릭이라고 고양이코인 수 공유하는것도 아니면서 금훈장 구매 제한은 왜 계정별로 제한인지... 일주일 열개 사는거 모자라서 미치겠어요 케릭 세개키우는데. 초월때문에도 그렇고 금훈장 너무너무 모자라는데 이왕 파는거 고양이코인 팍팍 질러서 있는대로 다 살테니까 계정제한 풀어주고 케릭제한만 걸든지 해주세요...
2018.06.19. 16:06,번역신고게시판 을 추가해주세요' '붕3도 카페에 번역신고게시판 생성했던데요.이건 라그m이야말로 필요한 게시판이라고 생각해요.게임 내 오역 및 번역 신고를 위한[번역신고게시판]게시판 건의합니다.버그게시판으로 다 처리가 되는거면 따로 만들필요는 없구요.
2018.06.19. 16:04,"카트 안보이게설정에서 의상들 안보이게 할 수 있던데, 왜 카트는 안보이게 할 수 없나요?"
2018.06.19. 07:11,우정의.증표  창고저장우정의 증표좀  공용창고에  저장가능케 해주세여....
2018.06.18. 18:52,"금훈장 캐쉬구매제한 이벤트해서라도 없애주세요다들그러시는거처럼?? ? 금훈장템사는게 뭐 제니자사로존버하면되긴하는데?이겜은 개인거래하기도힘들고...그냥 캐쉬로 금훈장사고싶은사람들한테는 더 살수있게해주셈,?이벤트해서 20개나 30개까지 살수있는거적용해주세요캐쉬두배로해서 2배로 받아주세요 공짜로 바라는거 아닙니다 ㅠㅠ"
2018.06.18. 16:55,소켓작 건의..동일 아이템 2소켓 무기가 있다면 안뚤린무기에 2소켓무기 하나로도 소켓이 생성 되게? 해주시면 안되나요..이런식으로 해놓으면 템회수도 될듯 한데..그리고 고가템 2소켓은 거래량이 너무 없습니다.
2018.06.18. 11:47,직업별 마스터 코스튬직업별 마스터 코스튬좀 만들어달라니깐 그걸 안만들어주시네이제 해변용 나왔으니깐 마스터 코스튬도 만들어주세요가까운 프론테라에있는 챔피온여자 마스터옷만 봐도 이쁘고모로코에있는 어쎄신 코스튬만 봐도 이쁘던데 왜 안만들어주시는지 몇번 건의 했는데...코스튬만 기달리고있습니다;
2018.06.18. 08:04,배터리팟이 가져온 폐해배터리의 시작으로 한방사냥이 도래했다. 어딜가나 한방 소밭은 랩90이상존. ?90랩이하들은 오지말라. 라는 광경이 펼쳐지는곳 특히 스나이퍼 멋진 한방사냥이 주위싹쓸이가 펼쳐지는곳.랩낮은면 오지말라 90랩이상 존이니. ? ?랩낮은면 어디 어느사냥터건 싹쓸이가 가능한 고래들의 배터리 사냥방식 때문에 저랩들이 설때가 없어 졌소.. ? 배터리팟 방식을 없애던가. 고랩사냥터좀 늘려주시오.
2018.06.18. 01:15,거래관련건의드려요계정간 거래 가능 하도록 해주세요꼭 생각해보시고 ?시행 부탁합니다소액유료아이템으로?거래 할수 있게 해주세요그래야 신규 유저두 늘고 겜두살아 날것 같아요~~
2018.06.17. 23:45,길드 건물 취소 건의건물 업그레이드 하다가 못할 경우 취소 되게 해주시면 안될까요?
2018.06.17. 18:41,초기에 전직하고 나면 스킬찍게 강제하는거 삭제해주면 안되나요?초기에는 찍을수 있는 스킬을 제한해두면서 안찍으면 계속 깜박이면서 이동도 안되고 사냥도 못하게 만들어놧으니...그렇다고 초기화권을 주는것도 아니면서 할때마다 거슬리네요
2018.06.17. 13:36,펫모험 즐겨찾기 기능 자주가는 펫 모험 즐겨찾기 기능을 통해서 맨위로 올릴수 있으면 편할거 같아요
