hashtags,numoflikes,date
"['#라그나로크M', '#그라비티', '#Gravity', '#사랑', '#관심', '#펫시스템', '#잘']",좋아요 15개,2018년 04월 02일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고블린_스타', '#퀘스트', '#어렵다_어려워']",98,2018년 04월 13일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#스모키', '#화장', '#너도_출근_준비를_하는구나']",좋아요 17개,2018년 04월 28일
"['#라그나로크m', '#라그나로크', '#대존잼', '#포링만때려잡아도']",좋아요 11개,2018년 04월 25일
"['#Repost', '#라그나로크M', '#사전예약']",좋아요 234개,2018년 02월 15일
"['#라그나로크M', '#그라비티', '#gravity', '#daily', '#instadaily', '#instagood', '#instalike', '#instagram', '#model', '#korea', '#seoul', '#taipei', '#gameshow', '#selca', '#selfie', '#김하율', '#소이', '#오아희', '#장혜은', '#한가은', '#한소울', '#카프라']",좋아요 306개,2018년 01월 26일
"['#지스타', '#2017지스타', '#지스타2017', '#모델', '#레이싱모델', '#소이', '#so__y_', '#그라비티', '#라그나로크m', '#모델사진', '#모델촬영', '#모델소이', '#m3', '#형아백통']",좋아요 26개,2018년 08월 18일
[],좋아요 5개,2018년 06월 02일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 3개,2019년 05월 26일
"['#gravity', '#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#고양이', '#용병', '#비하인드', '#심쿵영상']",119,2019년 03월 21일
"['#라그나로크M', '#그라비티', '#Gravity', '#EP4', '#국경검문소']",92,2018년 07월 17일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그나로크M_영원한_사랑', '#강타', '#라그M', '#Full_영상_공개', '#임윤아', '#서강준']",316,2018년 03월 14일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#애장품', '#맵_곳곳에_숨겨져_있는_애장품을_찾아보아요', '#보물찾기_시작']",좋아요 19개,2018년 05월 09일
"['#라그나로크m', '#3dmax']",좋아요 6개,2018년 09월 03일
"['#그라비티', '#라그나로크M', '#양모펠트', '#쭘언니', '#귀염귀염', '#포근포근', '#보고만_있어도_힐링']",209,2018년 06월 01일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#공용', '#창고', '#공유', '#함께']",좋아요 18개,2018년 04월 18일
"['#그라비티', '#라그나로크', '#라그나로크M', '#주화', '#모라주화', '#낙원단주화', '#라그M', '#무엇에_쓰는_물건인고']",좋아요 21개,2018년 04월 03일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#운명']","좋아요 1,067개",2018년 04월 16일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#gravity', '#gravitykorea', '#행운', '#엔젤링', '#귀엽다']",좋아요 42개,2018년 04월 16일
['#리니지m'],좋아요 2개,2018년 06월 09일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#8월', '#낭만여름', '#배경화면', '#행복한_여름휴가_보내세요']",좋아요 8개,2018년 07월 30일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#매직러쉬히어로즈']","좋아요 1,062개",2018년 04월 23일
"['#라그나로크m', '#가하헤이', '#크루세이더']",좋아요 20개,2018년 04월 13일
[],좋아요 295개,2017년 11월 23일
"['#그라비티', '#라그나로크', '#라그나로크M', '#갓띵겜', '#신이_라그나로크M을_만들_때', '#신의_게임_라그나로크M']",좋아요 58개,2018년 02월 22일
['#라그나로크M'],좋아요 30개,2018년 03월 07일
"['#그라비티', '#라그나로크', '#라그나로크M', '#임윤아', '#서강준', '#폴로라이드', '#세상에서_제일_쉬운_이벤트', '#친필싸인', '#라그M', '#InstaRepost']",좋아요 5개,2018년 03월 01일
"['#처갓집', '#양념치킨', '#엽떡', '#라그나로크m', '#길드원모집', '#환영여단', '#루실후르', '#메시지주세요']",좋아요 37개,2018년 04월 24일
"['#갓겜', '#융스타그램', '#GodGame', '#Yoongstagram', '#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#sone', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#RagnarokM', '#Thailand', '#seokangjun']","좋아요 1,331개",2018년 04월 12일
"['#그라비티', '#라그나로크', '#라그나로크M', '#몬스터', '#사냥', '#꿀팁은_계속_됩니다']",좋아요 22개,2018년 03월 17일
"['#23feb2019', '#ragnaroketernallove', '#ragnarokonline', '#라그나로크m', '#라그나로크온라인']",좋아요 79개,2019년 02월 24일
"['#서강준', '#ソガンジュン', '#seokangjun', '#라그나로크M', '#gravity']",좋아요 49개,2018년 03월 05일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그나로크모바일', '#사전예약', '#우리들의_새로운_이야기가_시작되는_곳']",좋아요 64개,2018년 02월 19일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#글로리', '#짐의강산', '#운명', '#슈퍼진화스토리']",좋아요 995개,2018년 04월 12일
"['#애플환불', '#판타지서머너', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#여명', '#글로리', '#짐의강산', '#운명']","좋아요 1,040개",2018년 05월 13일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#길드', '#고양이상자', '#애니메이션', '#시간은금이다']",좋아요 17개,2018년 08월 06일
"['#라그나로크M', '#현츄츄', '#프리스트', '#어려워', '#귀찮아', '#금방포기할듯']",좋아요 9개,2018년 03월 14일
['#리니지m'],좋아요 5개,2018년 06월 13일
"['#그라비티', '#라그나로크M', '#라그M', '#대장장이', '#NOY', '#장인정신', '#포링', '#주얼리', '#별로네', '#네_마음의_별로']",112,2018년 06월 29일
['#리니지m'],좋아요 4개,2018년 03월 19일
"['#부산', '#벡스코', '#지스타', '#모델', '#한가은', '#그라비티', '#라그나로크m', '#아크비숍']",좋아요 32개,2017년 11월 21일
"['#남자겉옷', '#몽클', '#스톤아일랜드', '#스톤', '#몽클레어', '#버버리', '#보테가', '#봄신상', '#제주도', '#여행', '#벚꽃', '#나들이', '#나이키', '#아디다스', '#스파이더', '#트레이닝', '#슈트', '#데쌍트', '#겔러시9', '#스마트폰', '#인스타', '#페이스북', '#리니지m', '#라그나로크m']",좋아요 4개,2018년 03월 16일
"['#그라비티', '#라그나로크', '#라그나로크M', '#길드', '#아지트', '#우리_길드_아지트를_소개합니다']",99,2018년 04월 13일
"['#라그나로크', '#라그나로크M', '#라그M', '#스포아', '#몬스터', '#말장난', '#주변에_이런_애들_꼭_있음']",좋아요 7개,2018년 04월 27일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#라그나로크', '#글로리', '#짐의강산', '#운명']","좋아요 1,000개",2018년 04월 12일
"['#라그나로크M', '#그라비티', '#Gravity', '#라그M', '#EP50', '#업데이트', '#니플헤임']",좋아요 20개,2018년 11월 08일
"['#구글환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#여명', '#글로리', '#짐의강산', '#운명']",좋아요 13개,2018년 08월 05일
"['#조블페이', '#구글기프트카드', '#리니지m', '#검은사막모바일', '#배틀그라운드모바일', '#라그나로크m', '#검은사막m', '#던전앤파이터', '#피파온라인3', '#피파온라인4', '#메이플스토리', '#테일즈위버', '#거상', '#니드포스피드엣지', '#구글플레이', '#구글플레이기프트코드', '#구글플레이기프트카드', '#선팔하면맞팔', '#맞팔', '#선팔맞팔', '#선팔', '#넥슨캐시', '#넥슨카드', '#카이저', '#리니지2레볼루션', '#리니지m다이아', '#리니지m현금', '#리니지엠', '#리니지m대리결제', '#리니지m결제']",좋아요 9개,2018년 05월 23일
"['#라그M', '#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#구글기프트카드', '#문화상품권', '#이벤트', '#라그M_소식을_알리자_2탄']",좋아요 15개,2018년 04월 20일
"['#애플환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#몬스터길들이기', '#글로리', '#짐의강산', '#운명']","좋아요 1,002개",2018년 04월 19일
"['#그라비티', '#라그나로크', '#라그나로크M', '#유사_몬스터에_주의하세요']",좋아요 23개,2018년 03월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#펫', '#꿀팁은_계속_됩니다']",좋아요 23개,2018년 03월 24일
"['#라그나로크m', '#추억게임', '#중학교동창', '#라린이', '#라알못']",좋아요 14개,2018년 03월 24일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 83개,2018년 03월 04일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 72개,2018년 03월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#지르타스', '#스파이럴캣츠', '#코스프레', '#도레미', '#스파캣', '#cosplay', '#SPCATS']",좋아요 61개,2018년 04월 04일
"['?#守?永恒的?', '#라그나로크m']",좋아요 2개,2018년 03월 18일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#소이', '#카프라', '#그라비티', '#라그나로크M']",좋아요 2개,2017년 11월 22일
"['#트위치', '#생방송', '#느림보', '#업로드']",좋아요 326개,2018년 02월 09일
"['#소이', '#신인레이싱모델', '#여신', '#지스타', '#코스프레', '#라그나로크ZERO', '#라그나로크m', '#카프라', '#청순', '#좋아요', '#모델', '#인물사진', '#컨셉', '#개인화보', '#출사', '#인물', '#레이싱모델', '#소통', '#촬영', '#화보', '#portrait', '#racingmodel', '#snap', '#photography', '#concept', '#lovely', '#sexy', '#cute', '#선팔하면맞팔', '#fff']",좋아요 76개,2017년 11월 22일
"['#밍키푸파', '#그라비티', '#라그나로크', '#라그나로크m', '#대만', '#taiwan', '#훠거']",좋아요 677개,2018년 01월 27일
"['#라그나로크m', '#라그나로크m쿠폰', '#라그나로크', '#라그나로크모바일', '#라그나로크m영원한사랑', '#구글기프트카드', '#구글플레이기프트카드', '#구글기프트카드구매', '#구글기프트카드온라인구매', '#라그나로크m구글기프트카드', '#구글카드', '#구글기프트카드선물', '#구글기프트카드할인']",좋아요 7개,2018년 05월 27일
"['#지스타', '#그라비티', '#카프라', '#라그나로크m', '#사진', '#화보', '#셀스타그램', '#셀피', '#얼스타그램', '#데일리', '#감성', '#korea', '#daily', '#tagsforlikes', '#style', '#like4like', '#likeforfollow', '#instafashion', '#instagood', '#lawel', '#photo', '#asiangirl', '#??', '#??', '#ポ?トレ?ト', '#カメラ', '#撮影']",좋아요 274개,2017년 11월 27일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 190개,2018년 03월 09일
"['#원숭이궁댕이', '#큐브몽', '#큐브스테이크', '#라그나로크m']",좋아요 10개,2018년 03월 30일
['#리니지m'],좋아요 7개,2018년 03월 19일
"['#첫줄_', '#라그나로크m', '#마이너우로스카드', '#펫모험', '#득템', '#인생역전']",좋아요 14개,2018년 06월 02일
"['#라그나로크m', '#그라비티', '#추억의게임', '#채널25a']",좋아요 12개,2018년 03월 17일
"['#모바일게임', '#리니지m', '#테라m', '#라그나로크m']",0,2017년 12월 08일
['#라그나로크M'],좋아요 5개,2018년 05월 27일
"['[#PIC', '#서강준', '#라그나로크M', '#게임_광고_사진_맞나요', '#지금_사전예약중', '#저도_한장주세요']","좋아요 4,132개",2018년 02월 14일
['#모바일겜'],좋아요 36개,2018년 04월 12일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#EVA', '#어반게리온', '#무기', '#멋짐폭발']",147,2019년 02월 26일
"['#구글환불', '#검은사막', '#검은사막모바일', '#검은사막m', '#라그나로크m', '#여명', '#글로리', '#짐의강산', '#운명']",좋아요 8개,2018년 07월 30일
"['#게임', '#모바일게임', '#블소레볼루션', '#라그나로크m', '#취미']",좋아요 38개,2018년 12월 12일
"['#라그나로크m', '#라그m', '#모바일게임', '#프론테아', '#훈련장', '#페코페코', '#요니', '#낮', '#명소', '#사진찍기', '#다산수', '#산수', '#모험수첩']",좋아요 4개,2018년 10월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#레벨', '#확장', '#열겜']",좋아요 10개,2018년 08월 01일
"['#라그나로크m', '#룬나이트', '#ragnarok', '#gamecosplay', '#cosplay', '#코스프레', '#슈마코스프레', '#슈퍼마켓코스프레', '#shumacosplay']",좋아요 256개,2018년 04월 08일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#업데이트', '#신규_직업', '#상인계열', '#알케미스트', '#크리에이터']",87,2018년 04월 29일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#머리', '#헤어', '#스타일', '#염색']",188,2018년 04월 13일
"['#라그나로크M', '#그라비티', '#Gravity', '#업데이트', '#티어', '#더욱_편리해진_라그나로크M']",좋아요 12개,2018년 04월 28일
['#라그나로크m'],좋아요 7개,2018년 03월 20일
"['#그라비티', '#라그나로크', '#라그나로크M', '#비행', '#모험']",251,2018년 03월 05일
"['#직장인', '#게임인', '#게임인스타']",좋아요 48개,2018년 04월 23일
['#퇴근길'],좋아요 18개,2018년 11월 29일
"['#그라비티', '#라그나로크', '#라그나로크M', '#엔들리스타워', '#MINI_MVP_몬스터를_만날_수_있어요', '#끝없는도전', '#내_한계는_어디까지인가']",좋아요 12개,2018년 04월 05일
"['#첫줄안녕', '#김하율', '#부산', '#벡스코', '#지스타', '#게임', '#그라비티', '#라그나로크m', '#하이프리스트', '#모델', '#코스튬', '#전시', '#행사', '#korea', '#busan', '#bexco', '#gstar', '#game', '#gravity', '#ragnarokm', '#highpreist', '#model', '#costume', '#photo', '#picture', '#snap', '#snapshot']",좋아요 44개,2017년 11월 27일
['#라그나로크m'],좋아요 5개,2018년 03월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#캐릭터_소개', '#프리스트']",107,2018년 03월 14일
"['#라그나로크ost', '#g_star', '#카프라', '#모델', '#오아희', '#게임ost', '#일본', '#댄스영상', '#지스타', '#그라비티', '#라그나로크M', '#댄스', '#공연', '#포즈', '#게임쇼', '#gameshow', '#gravity']","3,227",2017년 11월 30일
"['#라그나로크M', '#그라비티', '#Gravity', '#균열', '#퀘스트', '#클리어', '#아이템', '#획득', '#성공적', '#콘텐츠_공개_후_아이템_시세_균열_현상']",좋아요 23개,2018년 04월 26일
"['#라그나로크m', '#재밌네', '#게임', '#폰게임', '#RPG', '#헌터', '#게임스타그램', '#폰게임추천']",좋아요 27개,2018년 03월 20일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']","좋아요 3,094개",2018년 03월 07일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#죽은척하기', '#MVP_몬스터에게는_통하지_않아요', '#도망']",좋아요 10개,2018년 04월 27일
"['#YoonA', '#imyoona', '#snsd', '#girlsgeneration', '#ragnarok', '#서강준', '#seokangjun', '#seokangjoon', '#5urprise', '#areyouhumantoo', '#너도인간이니', '#cheeseinthetrap', '#치즈인더트랩', '#entourage', '#안투라지', '#cunningsinglelady', '#slyandsingleagain', '#앙큼한돌싱녀', '#whathappenstomyfamily', '#가족끼리왜이래', '#thesuspicioushousekeeper', '#수상한가정부', '#hwajung', '#화정', '#koreanactor', '#koreandrama', '#kdrama', '#라그나로크M']",좋아요 292개,2018년 03월 07일
"['#라그나로크m', '#포링', '#다미', '#ragnarokmobile', '#서큐버스', '#게임', '#코스프레', '#cos', '#cosplay', '#game', '#사진스타그램', '#포토', '#촬영', '#스튜디오촬영', '#스튜디오', '#라그나로크', '#코스프레', '#악마', '#다미', '#팔로우', '#소통']","좋아요 6,812개",2019년 02월 02일
"['#남자겉옷', '#몽클', '#스톤아일랜드', '#스톤', '#몽클레어', '#버버리', '#보테가', '#봄신상', '#제주도', '#여행', '#벚꽃', '#나들이', '#나이키', '#아디다스', '#스파이더', '#트레이닝', '#슈트', '#데쌍트', '#겔러시9', '#스마트폰', '#인스타', '#페이스북', '#리니지m', '#라그나로크m']",좋아요 8개,2018년 03월 16일
"['#Repost', '#우윤아좌강준', '#라그나로크M', '#태국에서의추억', '#임윤아', '#서강준', '#얼굴이열일']",좋아요 18개,2018년 03월 12일
['#리니지m'],좋아요 3개,2018년 06월 16일
"['#첫줄', '#모델', '#레이싱모델', '#소이', '#레이싱모델소이', '#지스타', '#지스타2017', '#라그나로크m', '#벡스코', '#2층샷', '#부산', '#인물', '#인물사진', '#모델사진', '#니콘', '#model', '#racingmodel', '#koreamodel', '#gstar', '#gstar2017', '#gravity', '#bexco', '#concept', '#photo', '#portrait', '#nikon', '#d610']",좋아요 179개,2017년 11월 21일
"['#추억팔이', '#라그나로크', '#라그나로크m', '#라그m', '#잘만들었자나']",좋아요 12개,2018년 03월 17일
"['#라그나로크', '#라그나로크m']",좋아요 5개,2018년 03월 29일
"['#그라비티', '#라그나로크', '#라그나로크M', '#임윤아', '#서강준', '#폴로라이드', '#세상에서_제일_쉬운_이벤트', '#친필싸인', '#라그M']",좋아요 90개,2018년 02월 28일
"['#라그나로크', '#라그나로크m', '#온라인게임', '#게임', '#게임스타그램', '#게임중독', '#일상', '#취미', '#모바일게임', '#중독', '#중독성', '#재밌다', '#기억새록새록', '#옛날생각', '#동심의세계', '#오늘', '#ragnarok', '#ragnarokonline', '#ro', '#onlinegame', '#mobilegame', '#ragnarokmobile', '#koreangame', '#nostalgia', '#addicted', '#gameaddict', '#igdaily', '#dailygram', '#instadaily', '#gaminglife']",좋아요 23개,2018년 03월 18일
"['#라그나로크m', '#지스타', '#지스타2017', '#그라비티', '#이다연', '#모델', '#행사', '#전시', '#벡스코', '#부산', '#울산', '#양산', '#증산', '#촬영']",좋아요 50개,2017년 12월 11일
"['#라그나로크M', '#그라비티', '#Gravity', '#길드', '#공성전', '#보상', '#개이득', '#혜자', '#라그나로크M_길드_공성전_필참_콘텐츠']",좋아요 10개,2018년 04월 28일
"['#모짱', '#서모니카', '#모쨩월드', '#이벤트', '#선물', '#구독', '#좋아요', '#부적', '#라그나로크m', '#손글씨', '#코와이네', '#해옥tv', '#홀그램', '#당첨']",좋아요 11개,2019년 04월 05일
"['#그라비티', '#라그나로크', '#라그나로크M', '#검사', '#소드맨', '#검사는_현실에서도_알아줍니다']",98,2018년 03월 19일
"['#임윤아', '#볼뽀뽀', '#서강준', '#캠퍼스', '#커플', '#연인', '#게임', '#데이트', '#그라비티', '#사랑', '#프러포즈', '#로맨틱', '#라그나로크M', '#영원한사랑']","좋아요 3,294개",2018년 03월 14일
['#리니지m'],좋아요 3개,2018년 06월 16일
"['#조블페이', '#구글기프트카드', '#리니지m', '#검은사막모바일', '#배틀그라운드모바일', '#라그나로크m', '#검은사막m', '#던전앤파이터', '#피파온라인3', '#피파온라인4', '#메이플스토리', '#테일즈위버', '#거상', '#니드포스피드엣지', '#구글플레이', '#구글플레이기프트코드', '#구글플레이기프트카드', '#선팔하면맞팔', '#맞팔', '#선팔맞팔', '#선팔', '#넥슨캐시', '#넥슨카드', '#카이저', '#리니지2레볼루션', '#리니지m다이아', '#리니지m현금', '#리니지엠', '#리니지m대리결제', '#리니지m결제']",좋아요 14개,2018년 05월 28일
"['#모바일게임', '#라그나로크m', '#무한의탑', '#친구랑', '#파티', '#타격감', '#소리', '#음향', '#그라비티', '#허접', '#80층', '#한계', '#길드', '#브라운아이즈']",좋아요 16개,2019년 04월 27일
"['#그라비티', '#라그나로크', '#라그나로크M', '#시공의균열', '#하루에_꼭_해야하는_일', '#오늘부터는_잊지말아요']",좋아요 17개,2018년 04월 02일
"['#카프라', '#라그나로크m', '#레이싱모델', '#행사', '#portrait', '#instapic', '#찰칵찰칵', '#photo', '#부산', '#벡스코', '#인물사진', '#그라비티', '#model', '#새침', '#PPL', '#200mm']","좋아요 1,772개",2017년 12월 13일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#아프리카TV', '#로이조', '#로이갓', '#서윤']",좋아요 23개,2018년 03월 30일
"['#ro', '#仙境傳說', '#盒玩', '#公仔', '#ragnarokonline', '#라그나로크m', '#老收藏']",좋아요 12개,2019년 04월 04일
"['#snsd', '#GirlsGeneration', '#소녀시대', '#윤아', '#yoona', '#林允?', '#seokangjoon', '#서강준', '#라그나로크', '#라그나로크M', '#slyagameendorsement']",좋아요 990개,2018년 05월 24일
[],좋아요 51개,2018년 04월 01일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 4개,2019년 05월 25일
"['#티티클', '#다미', '#라그나로크M', '#코스프레', '#게임코스프레']",좋아요 10개,2018년 06월 22일
"['#연말', '#마지막날', '#g_star', '#카프라', '#모델', '#2017지스타', '#photo', '#지스타', '#그라비티', '#라그나로크M', '#댄스', '#공연', '#이너스컴', '#포즈', '#게임쇼', '#gameshow', '#gravity']","좋아요 2,253개",2017년 11월 28일
"['#지스타', '#그라비티', '#카프라', '#라그나로크m', '#사진', '#화보', '#셀스타그램', '#셀피', '#얼스타그램', '#데일리', '#감성', '#korea', '#daily', '#tagsforlikes', '#style', '#like4like', '#likeforfollow', '#instafashion', '#instagood', '#lawel', '#photo', '#asiangirl', '#??', '#??', '#ポ?トレ?ト', '#カメラ', '#撮影']",좋아요 254개,2017년 11월 27일
"['#첫줄안녕', '#김하율', '#부산', '#벡스코', '#지스타', '#게임', '#그라비티', '#라그나로크m', '#하이프리스트', '#모델', '#코스튬', '#전시', '#행사', '#korea', '#busan', '#bexco', '#gstar', '#game', '#gravity', '#ragnarokm', '#highpreist', '#model', '#costume', '#photo', '#picture', '#snap', '#snapshot']",좋아요 58개,2017년 11월 28일
"['#고양이', '#고양이스타그램', '#cat', '#catstagram', '#캣초딩', '#아비시니안', '#abyssinian', '#고양이라서다행이야', '#일상스타그램', '#일상', '#daily', '#집사의하루', '#집사스타그램', '#고양이도', '#함께하는', '#라그나로크m']",164,2018년 05월 04일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#광고']",좋아요 94개,2018년 05월 24일
"['#Repost', '#아푸지마', '#g_star', '#카프라', '#모델', '#2017지스타', '#오아희', '#잇수다', '#모델에이전시', '#photo', '#지스타', '#그라비티', '#라그나로크m', '#댄스', '#공연', '#이너스컴', '#포즈', '#게임쇼', '#gameshow', '#gravity', '#샤이닝트리트먼트헤어컬러크림', '#애쉬브론드']",좋아요 429개,2017년 12월 08일
"['#레이싱모델', '#이다연', '#그라비티', '#라그나로크M', '#지스타', '#니콘', '#d7200', '#인물사진', '#초보진사그램', '#내가찍음', '#인증샷', '#취미', '#스냅샵', '#ff', '#photographer', '#sexy', '#snap', '#korea', '#model', '#racingmodel']",좋아요 66개,2018년 04월 15일
"['#김하율', '#한가은', '#심쿵', '#윙크', '#그라비티', '#라그나로크m', '#부산', '#2017지스타', '#지스타', '#코스프레', '#귀욤', '#섹시', '#미녀', '#모델', '#레이싱모델', '#모델촬영', '#인물사진', '#model', '#portrait', '#일상', '#스냅', '#취미', '#감성', '#여행', '#출사', '#소통', '#travel', '#daily', '#5dmark3', '#새아빠백통']",좋아요 75개,2017년 11월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#액세서리', '#패션의_완성', '#ACC']",225,2018년 04월 14일
"['#라그나로크m', '#어게인파티']",좋아요 7개,2019년 03월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#라그M', '#라그나로크모바일', '#새로운_인연을_만나보세요']",69,2018년 05월 28일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M']",좋아요 57개,2018년 03월 11일
"['#서강준', '#서프라이즈', '#5urprise', '#라그나로크M', '#인터뷰']",374,2018년 03월 09일
"['#라그나로크M', '#그라비티', '#Gravity', '#라그M', '#EP5', '#업데이트', '#탐험왕', '#명소', '#촬영']",좋아요 11개,2018년 12월 18일
"['#럽스타그램', '#직딩스타그램', '#일상스타그램', '#연상연하커플', '#예비부부그램', '#남편자랑', '#예비부부', '#부부일상', '#소통해요', '#공감스타그램', '#감성사진', '#라그나로크', '#라그나로크m', '#폰게임', '#폰게임추천', '#폰게임중독', '#커플게임', '#커플게임추천', '#커플취미', '#취미', '#게임', '#game', '#mobilegame', '#게임에서도커플']",좋아요 41개,2018년 04월 18일
"['#그라비티', '#라그나로크M', '#뚜벅이_안녕', '#카프라_워프']",좋아요 17개,2018년 03월 23일
"['#Repost', '[#서강준', '#라그나로크M', '#광고촬영현장', '#판타지오', '#뷰디오', '#화이트데이', '#선물같은남자', '#사탕말고서강준']",63,2018년 03월 15일
"['#그라비티', '#라그나로크', '#라그나로크M', '#사전예약', '#포인트_자판기']",좋아요 28개,2018년 02월 28일
"['#놀자판', '#모자쇼핑몰', '#플레이어라운드', '#Repost', '#밍키패피', '#공항패션', '#그라비티', '#라그나로크', '#라그나로크m', '#프리미어', '#premi3r', '#플리퍼', '#flipper', '#모자쇼핑몰', '#모자브랜드', '#남자모자', '#여자모자', '#모자쇼핑', '#볼캡추천', '#빅사이즈모자']",좋아요 32개,2018년 02월 07일
"['#오아희', '#오밍키', '#그라비티', '#라그나로크', '#라그나로크m', '#대만', '#taiwan', '#gameshow', '#게임쇼', '#taipeigameshow', '#taipeigameshow2018']","좋아요 1,049개",2018년 01월 27일
"['#SNSD', '#GirlsGeneration', '#소녀시대', '#少女時代', '#융융', '#林允?', '#ユナ', '#윤아', '#임윤아', '#yoona__lim', '#TheK2', '#Bangkok', '#Thailand', '#seokangjun']",좋아요 845개,2018년 03월 12일
"['#오아희', '#모델', '#ppl', '#댄싱머신', '#라그m', '#포링', '#라그나로크m', '#밍키', '#인물사진', '#지스타', '#벡스코', '#부산', '#model', '#행사']",좋아요 14개,2017년 11월 21일
"['#그라비티', '#라그나로크', '#라그나로크M', '#몬스터', '#위장', '#장난', '#변신스크롤']",좋아요 16개,2018년 04월 02일
"['#구글기프트카드', '#구글기프트코드', '#구글플레이', '#리니지m', '#리니지', '#리니지2레볼루션', '#블레이드앤소울', '#블레이드랜소울레볼루션', '#블소', '#블소레볼루션', '#트라하', '#검은사막', '#검은사막m', '#테라m', '#다크에덴', '#다크에덴m', '#뮤오리진2', '#아레나m', '#라그나로크m', '#모마', '#모두의마블', '#메이플스토리m', '#메이플m', '#선팔하면맞팔', '#맞팔', '#겜마티켓']",좋아요 4개,2019년 05월 30일
"['#2017지스타', '#지스타', '#지스타2017', '#레이싱모델', '#댕댕', '#이다연', '#카프라', '#그라비티', '#라그나로크M']",좋아요 5개,2017년 11월 22일
